name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Calothrix sp. 336/3	1337936	species	6420126	52	34	0.0
Elizabethkingia anophelis NUHP1	1338011	leaf	4369828	7	3	0.0
Vibrio parahaemolyticus O1:K33 str. CDC_K4557	1338032	leaf	5138575	1	0	0.0
Campylobacter jejuni 32488	1338035	leaf	1702398	1	0	0.0
Bacillus velezensis UCMB5033	1338518	leaf	4071167	2	1	0.0
Pseudomonas sp. JY-Q	1338689	species	6178825	6	0	0.0
Geobacter anodireducens	1340425	species	3666014	11	6	0.0
Lactobacillus reuteri I5007	1340495	leaf	2093275	7	1	0.0
Campylobacter jejuni subsp. jejuni str. RM3420	1340842	leaf	1666780	2	0	0.0
Streptococcus suis T15	1340847	leaf	2240234	5	1	0.0
Pseudomonas aeruginosa RP73	1340851	leaf	6342034	1	0	0.0
Clostridium autoethanogenum DSM 10061	1341692	leaf	8704651	94	0	0.0
Bifidobacterium indicum LMG 11587 = DSM 20214	1341694	leaf	1734546	6	1	0.0
Candidatus Sulcia muelleri str. Sulcia-ALF	1343076	leaf	190733	1	0	0.0
Candidatus Nasuia deltocephalinicola str. NAS-ALF	1343077	leaf	112091	1	1	0.0
Palaeococcus pacificus DY20341	1343739	leaf	1859370	3	2	0.0
Enterococcus faecium T110	1344042	leaf	2737963	9	9	0.0
Archaeoglobus fulgidus DSM 8774	1344584	leaf	2316287	5	0	0.0
Clostridium saccharobutylicum DSM 13864	1345695	leaf	5107814	50	0	0.0
Yersinia pestis 2944	1345702	leaf	4672740	1	0	0.0
[Clostridium] stercorarium subsp. leptospartum DSM 9219	1346611	leaf	3148357	14	2	0.0
Serratia liquefaciens ATCC 27592	1346614	leaf	5282719	4	2	0.0
Pseudoalteromonas sp. OCN003	1348114	species	4815987	9	8	0.0
Cellulophaga baltica 18	1348584	leaf	4635105	22	7	0.0
Cellulophaga baltica NN016038	1348585	leaf	4560540	16	4	0.0
Bacillus megaterium NBRC 15308 = ATCC 14581	1348623	leaf	5746640	15	1	0.0
Serratia plymuthica S13	1348660	leaf	5467306	4	1	0.0
Corynebacterium argentoratense DSM 44202	1348662	leaf	2031902	2	1	0.0
Croceicoccus naphthovorans	1348774	species	3863562	10	6	0.0
Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628	1349767	leaf	5949001	16	10	0.0
Aureimonas sp. AU20	1349819	species	5210858	6	5	0.0
Campylobacter jejuni subsp. jejuni M129	1349827	leaf	1801315	3	0	0.0
Synechococcus sp. UTEX 2973	1350461	species	2744626	6	0	0.0
Clostridium chauvoei JF4335	1351755	leaf	2887451	49	30	0.0
Helicobacter pylori SouthAfrica20	1352356	leaf	1622903	3	1	0.0
Elizabethkingia anophelis FMS-007	1352940	leaf	3938967	7	2	0.0
Streptococcus anginosus subsp. whileyi MAS624	1353243	leaf	2122284	5	0	0.0
Candidatus Nitrocosmicus oleophilus	1353260	species	3430706	60	43	0.0
Enterobacter cloacae P101	1354030	leaf	5369929	7	2	0.0
Riemerella anatipestifer CH3	1354240	leaf	2234477	21	1	0.0
Mycobacterium vaccae 95051	1354275	leaf	6235754	7	2	0.0
Aeromonas hydrophila 4AK4	1354302	leaf	4527993	7	4	0.0
Xenorhabdus poinarii G6	1354304	leaf	3659523	19	12	0.0
Bradyrhizobium diazoefficiens	1355477	species	18211892	31	4	0.0
Hymenobacter sp. APR13	1356852	species	5010594	50	35	0.0
Pseudomonas syringae CC1557	1357279	leaf	5811653	4	3	0.0
Arthrobacter sp. QXT-31	1357915	species	5041568	11	8	0.0
Sphingopyxis sp. QXT-31	1357916	species	4285026	7	5	0.0
Lactobacillus reuteri TD1	1358027	leaf	2145445	5	3	0.0
Campylobacter coli 15-537360	1358410	leaf	1685020	6	0	0.0
Thermofilum adornatus	1365176	species	1750259	2	1	0.0
Borrelia anserina Es	1365188	leaf	1042690	11	4	0.0
Zygosaccharomyces parabailii	1365886	species	20864403	120	61	0.0
Ralstonia pickettii DTP0602	1366050	leaf	8125850	13	7	0.0
Mannheimia haemolytica USMARC_2286	1366053	leaf	2658507	3	0	0.0
Bacillus infantis NRRL B-14911	1367477	leaf	4884713	10	6	0.0
Paracoccus aminophilus JCM 7686	1367847	leaf	4873118	5	3	0.0
Dyella jiangningensis	1379159	species	5396991	12	10	0.0
Gemmatimonas phototrophica	1379270	species	4716552	15	10	0.0
Bacteroides ovatus V975	1379690	leaf	6475296	611	2	0.0
Methanobacterium sp. MB1	1379702	species	2029766	9	5	0.0
Spirosoma radiotolerans	1379870	species	7029352	25	17	0.0
Rufibacter sp. DG15C	1379909	species	4143738	31	26	0.0
Rufibacter sp. DG31D	1379910	species	4820793	24	17	0.0
Staphylococcus aureus subsp. aureus Tager 104	1381115	leaf	2820837	5	4	0.0
Lactobacillus fermentum 3872	1381124	leaf	2330492	4	1	0.0
Salmonella bongori serovar 48:z41:-- str. RKS3044	1382510	leaf	4394500	9	1	0.0
Helicobacter pylori oki128	1382922	leaf	1553826	2	1	0.0
Helicobacter pylori oki154	1382923	leaf	1599700	1	0	0.0
Helicobacter pylori oki673	1382925	leaf	1595058	1	0	0.0
Helicobacter pylori oki828	1382926	leaf	1600345	1	0	0.0
Pseudomonas putida S13.1.2	1384061	leaf	6621848	10	4	0.0
Methyloceanibacter caenitepidi	1384459	species	3424964	6	4	0.0
Adlercreutzia equolifaciens DSM 19450	1384484	leaf	2862526	586	563	0.0
Hymenobacter sp. DG25A	1385663	species	3777136	32	22	0.0
Hymenobacter sp. DG25B	1385664	species	4360029	33	19	0.0
Bacillus velezensis NAU-B3	1385727	leaf	4204608	3	1	0.0
Melissococcus plutonius S1	1385937	leaf	2073864	22	17	0.0
Bifidobacterium breve 12L	1385938	leaf	2244624	1	0	0.0
Bifidobacterium breve JCM 7017	1385939	leaf	2288919	3	1	0.0
Bifidobacterium breve JCM 7019	1385940	leaf	2359009	2	0	0.0
Bifidobacterium breve 689b	1385942	leaf	2331707	3	2	0.0
Neisseria meningitidis LNP21362	1386087	leaf	2139957	1	0	0.0
Salmonella enterica subsp. arizonae serovar 62:z36:- str. RKS2983	1386967	leaf	4574846	5	3	0.0
Paludisphaera borealis	1387353	species	7651896	29	20	0.0
Campylobacter lari NCTC 11845	1388749	leaf	1791508	18	8	0.0
Campylobacter lari CCUG 22395	1388750	leaf	1523028	6	3	0.0
Campylobacter subantarcticus LMG 24374	1388751	leaf	1782536	18	3	0.0
Campylobacter subantarcticus LMG 24377	1388752	leaf	1852995	24	7	0.0
Campylobacter peloridis LMG 23910	1388753	leaf	1762793	31	16	0.0
Pseudomonas mosselii SJ10	1388763	leaf	6247860	13	7	0.0
Cupriavidus sp. USMAHM13	1389192	species	7820821	14	4	0.0
Leifsonia xyli subsp. cynodontis DSM 46306	1389489	leaf	2686418	10	5	0.0
Sphingomonas sp. LK11	1390395	species	3938206	16	11	0.0
Vulgatibacter incomptus	1391653	species	4350553	23	13	0.0
Labilithrix luteola	1391654	species	12191466	19	15	0.0
Comamonas testosteroni TK102	1392005	leaf	6062703	10	5	0.0
Klebsiella pneumoniae subsp. pneumoniae 1158	1392499	leaf	5341039	1	0	0.0
Klebsiella pneumoniae HK787	1392500	leaf	5329385	1	0	0.0
Anaplasma phagocytophilum str. Norway variant2	1392507	leaf	1545197	1	0	0.0
Bacillus anthracis str. SVA11	1392837	leaf	5487517	1	0	0.0
candidate division SR1 bacterium RAAC1_SR1_1	1394709	species	1177760	9	7	0.0
candidate division WWE3 bacterium RAAC2_WWE3_1	1394710	species	878109	2	2	0.0
Burkholderia cepacia JBK9	1395570	leaf	8481212	12	4	0.0
Leptospira interrogans serovar Linhai str. 56609	1395589	leaf	4915652	7	4	0.0
Celeribacter marinus	1397108	species	3096705	6	3	0.0
Mycoplasma californicum HAZ160_1	1397850	leaf	799088	5	4	0.0
Borrelia afzelii Tom3107	1398490	leaf	987652	11	2	0.0
Borreliella valaisiana Tom4006	1398491	leaf	992695	16	3	0.0
Exiguobacterium sp. MH3	1399115	species	3164195	9	5	0.0
Lactococcus lactis subsp. lactis KLDS 4.0325	1399116	leaf	2595492	4	2	0.0
Bacteroidales bacterium CF	1400053	species	2657245	29	23	0.0
Acinetobacter baumannii ZW85-1	1400867	leaf	3925246	2	2	0.0
Serratia marcescens SMB2099	1401254	leaf	5123091	5	0	0.0
Xylella fastidiosa MUL0034	1401256	leaf	2666577	2	2	0.0
Xanthomonas axonopodis pv. glycines str. 8ra	1401257	leaf	5390191	5	0	0.0
Ornithobacterium rhinotracheale ORT-UMN 88	1401325	leaf	2397867	54	30	0.0
Candidatus Endolissoclinum faulkneri L5	1401328	leaf	1518636	7	3	0.0
Mycoplasma parvum str. Indiana	1403316	leaf	564395	10	8	0.0
Porphyromonas gingivalis 381	1403335	leaf	2378872	36	0	0.0
Porphyromonas gingivalis AJW4	1403336	leaf	2372492	29	2	0.0
Porphyromonas gingivalis A7A1-28	1403338	leaf	2249024	30	4	0.0
Streptococcus equi subsp. zooepidemicus CY	1403449	leaf	2107382	9	3	0.0
Streptomyces sp. A02	1403539	species	9307519	21	10	0.0
Corynebacterium glyciniphilum AJ 3170	1404245	leaf	3568218	5	4	0.0
Bacillus subtilis subsp. subtilis str. OH 131.1	1404258	leaf	4039155	17	0	0.0
Klebsiella pneumoniae subsp. pneumoniae PittNDM01	1406314	leaf	5812304	1	0	0.0
Mesoplasma florum W37	1406864	leaf	825824	9	1	0.0
Brucella ceti TE28753-12	1407053	leaf	3277545	2	0	0.0
Acinetobacter sp. TGL-Y2	1407071	species	3691287	7	5	0.0
Halobacterium hubeiense	1407499	species	3130345	7	5	0.0
Aggregatibacter actinomycetemcomitans NUM4039	1407647	leaf	2382853	8	1	0.0
Thermotoga caldifontis AZM44c09	1408159	leaf	2014912	6	6	0.0
Thermotoga profunda AZM34c06	1408160	leaf	2187612	3	1	0.0
Streptococcus thermophilus ASCC 1275	1408178	leaf	1845495	1	0	0.0
Lactobacillus johnsonii N6.2	1408186	leaf	1887251	10	3	0.0
Corynebacterium lactis RW2-5	1408189	leaf	2769745	5	3	0.0
Pediococcus pentosaceus SL4	1408206	leaf	1789138	9	0	0.0
Sinorhizobium americanum CCGM7	1408224	leaf	6853050	12	4	0.0
Endomicrobium proavitum	1408281	species	1588979	15	9	0.0
Clostridium botulinum CDC_1436	1408283	leaf	4365669	67	4	0.0
Clostridium botulinum CDC_297	1408285	leaf	3892029	64	1	0.0
Candidatus Tachikawaea gelatinosa	1410383	species	708439	10	6	0.0
Wolbachia endosymbiont of Onchocerca volvulus str. Cameroon	1410384	leaf	960618	3	0	0.0
Candidatus Nitrosopelagicus brevis	1410606	species	1232128	8	6	0.0
Salmonella enterica subsp. enterica serovar Cerro str. CFSAN001588	1410916	leaf	4768236	14	0	0.0
Hymenobacter sedentarius	1411621	species	4868852	49	30	0.0
Pseudomonas aeruginosa DHS01	1411700	leaf	7055752	3	0	0.0
Paenibacillus polymyxa SQR-21	1413214	leaf	5828436	15	7	0.0
Bacillus amyloliquefaciens LFB112	1415165	leaf	3942754	1	0	0.0
Nocardia nova SH22a	1415166	leaf	8348532	8	5	0.0
Pseudomonas sp. TKP	1415630	species	7012672	11	2	0.0
Candidatus Walczuchella monophlebidarum	1415657	species	309299	8	2	0.0
Mycoplasma ovis str. Michigan	1415773	leaf	702511	2	2	0.0
Clostridium botulinum 202F	1415774	leaf	3914604	47	18	0.0
Clostridium baratii str. Sullivan	1415775	leaf	3338630	60	35	0.0
Bacillus toyonensis BCT-7112	1415784	leaf	5025419	21	2	0.0
Pandoraea pnomenusa 3kgm	1416914	leaf	5429298	11	2	0.0
Aeromonas hydrophila NJ-35	1416915	leaf	5279644	5	0	0.0
Haloarcula hispanica N601	1417673	leaf	3901495	5	0	0.0
Streptococcus agalactiae 138P	1417990	leaf	1838701	8	0	0.0
Rhizobium gallicum bv. gallicum R602	1418105	leaf	7311190	5	2	0.0
Aeromonas hydrophila pc104A	1418107	leaf	5023829	6	0	0.0
Aeromonas hydrophila AL09-71	1418110	leaf	5023861	6	0	0.0
Aeromonas hydrophila J-1	1419584	leaf	5000814	5	0	0.0
Streptococcus sp. VT 162	1419814	species	2041142	7	2	0.0
Klebsiella pneumoniae 30684/NJST258_2	1420013	leaf	5417216	33	0	0.0
Pseudomonas protegens Cab57	1420599	leaf	6827892	9	2	0.0
Marinobacter similis	1420916	species	3975896	4	1	0.0
Marinobacter salarius	1420917	species	4616532	8	4	0.0
Enterobacter asburiae L1	1421338	leaf	4561905	6	1	0.0
Borrelia garinii SZ	1421551	leaf	902487	15	5	0.0
Bacillus velezensis SQR9	1423138	leaf	4117023	1	0	0.0
Phaeobacter gallaeciensis DSM 26640	1423144	leaf	4540155	7	3	0.0
Lactobacillus amylophilus DSM 20533 = JCM 1125	1423721	leaf	1610352	7	3	0.0
Brucella ceti TE10759-12	1423891	leaf	3278034	2	0	0.0
Ehrlichia muris AS145	1423892	leaf	1196717	9	7	0.0
Geosporobacter ferrireducens	1424294	species	5817221	43	35	0.0
Helicobacter pylori NY40	1426844	leaf	1696917	2	0	0.0
Hyphomicrobium nitrativorans	1427356	species	3653837	1	0	0.0
Dickeya zeae EC1	1427366	leaf	4532364	5	3	0.0
Candidatus Hepatoplasma crinochetorum Av	1427984	leaf	657101	13	12	0.0
Clostridium beijerinckii NRRL B-598	1428454	leaf	6186879	73	14	0.0
Vibrio parahaemolyticus UCM-V493	1429044	leaf	5232572	3	1	0.0
Paenibacillus polymyxa CR1	1429244	leaf	6019882	6	0	0.0
Ralstonia solanacearum OE1-1	1429399	leaf	5762975	4	0	0.0
Magnetospirillum gryphiswaldense MSR-1 v2	1430440	leaf	4365796	7	7	0.0
Helicobacter pylori PMSS1	1431450	leaf	1624538	3	2	0.0
Corynebacterium aquilae DSM 44791	1431546	leaf	2926437	8	5	0.0
Rhizobium etli bv. phaseoli str. IE4803	1432049	leaf	6997434	5	2	0.0
Rhizobium etli bv. mimosae str. IE4771	1432050	leaf	7057405	8	1	0.0
Mannheimia sp. USDA-ARS-USMARC-1261	1432056	species	2393449	4	2	0.0
Dehalococcoides mccartyi CG1	1432059	leaf	1486678	1	0	0.0
Dehalococcoides mccartyi CG4	1432060	leaf	1382308	2	0	0.0
Francisella tularensis subsp. holarctica PHIT-FT049	1432652	leaf	1881193	2	2	0.0
Thermococcus guaymasensis DSM 11113	1432656	leaf	1920914	6	4	0.0
Mucinivorans hirudinis	1433126	species	3149227	48	42	0.0
Mannheimia varigena USDA-ARS-USMARC-1296	1433287	leaf	2245238	5	0	0.0
Methanosarcina sp. Kolksee	1434099	species	4553495	38	3	0.0
Methanosarcina sp. MTP4	1434100	species	4211468	68	40	0.0
Methanosarcina sp. WH1	1434102	species	3914091	48	2	0.0
Methanosarcina sp. WWM596	1434103	species	4137337	43	3	0.0
Methanococcoides methylutens MM1	1434104	leaf	2394636	11	4	0.0
Methanosarcina barkeri 227	1434106	leaf	4487566	12	3	0.0
Methanosarcina barkeri 3	1434107	leaf	4560446	21	9	0.0
Methanosarcina barkeri MS	1434108	leaf	4574907	12	5	0.0
Methanosarcina barkeri str. Wiesmoor	1434109	leaf	4907186	24	15	0.0
Methanosarcina horonobensis HB-1 = JCM 15518	1434110	leaf	5018607	16	9	0.0
Methanosarcina lacustris Z-7289	1434111	leaf	4139808	12	7	0.0
Methanosarcina mazei C16	1434113	leaf	4166241	14	0	0.0
Methanosarcina mazei LYC	1434114	leaf	4154344	10	0	0.0
Methanosarcina mazei SarPi	1434115	leaf	4066551	12	2	0.0
Methanosarcina mazei WWM610	1434117	leaf	4096482	12	0	0.0
Methanosarcina siciliae C2J	1434118	leaf	5427890	16	3	0.0
Methanosarcina siciliae HI350	1434119	leaf	4941115	21	2	0.0
Methanosarcina siciliae T4/M	1434120	leaf	5017558	20	2	0.0
Methanosarcina thermophila CHTI-55	1434121	leaf	3130228	12	7	0.0
Methanosarcina vacuolata Z-761	1434123	leaf	4563885	37	3	0.0
Mannheimia varigena USDA-ARS-USMARC-1312	1434214	leaf	2131927	5	0	0.0
Mannheimia varigena USDA-ARS-USMARC-1388	1434215	leaf	2228291	3	0	0.0
Streptomyces albulus ZPM	1434306	leaf	9784577	16	2	0.0
Bacillus amyloliquefaciens UMAF6614	1434324	leaf	4005145	1	0	0.0
Pseudomonas monteilii SB3078	1435044	leaf	6000087	5	0	0.0
Borrelia parkeri HR1	1435045	leaf	1030684	15	5	0.0
Trueperella pyogenes TP8	1435056	leaf	2272494	5	1	0.0
Pseudomonas monteilii SB3101	1435058	leaf	5945120	5	0	0.0
Vibrio tritonius	1435069	species	5221926	5	4	0.0
Rhodococcus pyridinivorans SB3094	1435356	leaf	5590512	6	1	0.0
Sulfolobus acidocaldarius SUSAZ	1435377	leaf	2061920	5	1	0.0
Pasteurella multocida subsp. multocida str. HN07	1436299	leaf	2325026	1	0	0.0
Streptococcus pyogenes STAB902	1437007	leaf	1892124	2	0	0.0
Streptococcus mutans UA159-FR	1437447	leaf	2031692	9	0	0.0
Streptomyces leeuwenhoekii	1437453	species	8122491	13	10	0.0
Bifidobacterium actinocoloniiforme DSM 22766	1437605	leaf	1830060	4	4	0.0
Yarrowia lipolytica WSH-Z06	1437815	leaf	20090583	124	2	0.0
Xenorhabdus nematophila AN6/1	1437823	leaf	4586662	11	8	0.0
Castellaniella defragrans 65Phen	1437824	leaf	3952818	17	14	0.0
Corynebacterium sphenisci DSM 44792	1437874	leaf	2594799	7	3	0.0
Corynebacterium frankenforstense DSM 45800	1437875	leaf	2604152	12	5	0.0
Burkholderia pseudomallei K42	1439852	leaf	7296458	1	0	0.0
Escherichia albertii KF1	1440052	leaf	4701875	7	3	0.0
Leptospirillum ferriphilum YSK	1441628	leaf	2330585	2	0	0.0
Pseudomonas cichorii JBC1	1441629	leaf	5986012	6	4	0.0
Chania multitudinisentens RB-25	1441930	leaf	5488183	13	10	0.0
Ectothiorhodospira sp. BSL-9	1442136	species	3550080	9	6	0.0
Yersinia enterocolitica LC20	1443113	leaf	4900014	5	4	0.0
Gynuella sunshinyii	1445505	species	6475959	1	0	0.0
Gynuella sunshinyii YC6258	1445510	leaf	6475959	9	6	0.0
Hymenobacter swuensis	1446467	species	5252070	1	0	0.0
Lactobacillus paracasei N1115	1446494	leaf	3064279	2	0	0.0
Bacillus sp. Pc3	1446792	species	3982168	9	1	0.0
Frondihabitans sp. 762G35	1446794	species	3409251	6	2	0.0
Bifidobacterium pseudolongum PV8-2	1447715	leaf	2032698	12	8	0.0
Bifidobacterium kashiwanohense PV20-2	1447716	leaf	2370978	4	1	0.0
Aeromonas hydrophila YL17	1448139	leaf	4796281	12	8	0.0
Pseudomonas aeruginosa YL84	1448140	leaf	6433441	1	0	0.0
Bacillus velezensis TrigoCor1448	1449088	leaf	3957904	2	0	0.0
Staphylococcus epidermidis PM221	1449752	leaf	2597508	17	2	0.0
Kutzneria albida DSM 43870	1449976	leaf	9874926	17	13	0.0
Burkholderia vietnamiensis LMG 10929	1449978	leaf	6930496	7	1	0.0
Francisella tularensis subsp. novicida D9876	1450527	leaf	1870206	3	3	0.0
Aneurinibacillus sp. XH2	1450761	species	3664835	12	10	0.0
Corynebacterium falsenii DSM 44353	1451189	leaf	2719616	3	2	0.0
Bacillus megaterium Q3	1452722	leaf	5229799	11	10	0.0
Flavobacterium psychrophilum FPG3	1452724	leaf	2715909	21	5	0.0
Flavobacterium psychrophilum FPG101	1452725	leaf	2835130	13	1	0.0
Francisella tularensis subsp. novicida F6168	1452728	leaf	1927240	4	3	0.0
Bacillus thuringiensis HD1002	1452729	leaf	6572702	18	4	0.0
Sediminicola sp. YIK13	1453352	species	3569807	21	13	0.0
Candidatus Atelocyanobacterium thalassa isolate ALOHA	1453429	leaf	1443806	13	8	0.0
Yersinia aldovae 670-83	1453495	leaf	4471090	11	7	0.0
Hafnia alvei FB1	1453496	leaf	4712721	7	5	0.0
Campylobacter lari RM16712	1453988	leaf	1565009	10	5	0.0
Campylobacter lari RM16701	1453989	leaf	1516455	3	1	0.0
Siansivirga zeaxanthinifaciens CC-SAMT-1	1454006	leaf	3303986	22	16	0.0
Yersinia frederiksenii Y225	1454377	leaf	4550894	16	10	0.0
Bacillus cereus D17	1454382	leaf	5590358	21	11	0.0
Salmonella enterica subsp. enterica serovar Montevideo str. USDA-ARS-USMARC-1903	1454603	leaf	4565462	1	0	0.0
Salmonella enterica subsp. enterica serovar Montevideo str. USDA-ARS-USMARC-1921	1454606	leaf	4488371	2	1	0.0
Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1810	1454647	leaf	4927145	1	1	0.0
Riemerella anatipestifer Yb2	1455062	leaf	2184066	11	0	0.0
Acinetobacter baumannii LAC-4	1455315	leaf	3968436	5	0	0.0
Pasteurella multocida subsp. multocida PMTB2.1	1455592	leaf	2315202	1	0	0.0
Chlamydia gallinacea	1457153	species	1067202	6	1	0.0
Listeria monocytogenes WSLC1042	1457188	leaf	2942168	1	1	0.0
Listeria ivanovii WSLC3009	1457190	leaf	2919538	8	0	0.0
Octadecabacter temperatus	1458307	species	3264628	2	2	0.0
Comamonadaceae bacterium A1	1458425	species	2574013	1	1	0.0
Comamonadaceae bacterium B1	1458426	species	2623236	4	3	0.0
Megasphaera elsdenii 14-14	1458465	leaf	2504349	19	13	0.0
Myroides sp. ZB35	1458492	species	4065010	22	3	0.0
Moorea producens PAL-8-15-08-1	1458985	leaf	9708656	20	12	0.0
Candidatus Nitrososphaera evergladensis SR1	1459636	leaf	2954373	14	5	0.0
Amycolatopsis lurida NRRL 2430	1460371	leaf	8987656	14	4	0.0
Mycobacterium chelonae CCUG 47445	1460372	leaf	5029817	5	2	0.0
Thermosipho sp. 1063	1462747	species	1766633	14	9	0.0
Paenibacillus yonginensis	1462996	species	4985901	20	15	0.0
Klebsiella quasipneumoniae	1463165	species	5513862	11	2	0.0
Burkholderia sp. 2002721687	1468409	species	7285824	7	1	0.0
Burkholderiales bacterium GJ-E10	1469502	species	3276549	9	5	0.0
Zhongshania aliphaticivorans	1470434	species	4204359	9	9	0.0
Novibacillus thermophilus	1471761	species	3629225	6	5	0.0
Basilea	1472344	genus	1959069	1	0	0.0
Lentibacillus amyloliquefaciens	1472767	species	3858284	20	15	0.0
Candidatus Saccharibacteria oral taxon TM7x	1476577	species	705138	4	2	0.0
Nonlabens sp. MIC269	1476901	species	2884293	13	12	0.0
Methylobacterium sp. C1	1479019	species	6459145	13	2	0.0
Halolamina sediminis	1480675	species	3543891	8	5	0.0
Hymenobacter sp. PAMC 26554	1484116	species	5451254	56	36	0.0
Hymenobacter sp. PAMC 26628	1484118	species	5366977	53	36	0.0
Pantoea sp. PSNIH2	1484157	species	4967343	8	5	0.0
Pantoea sp. PSNIH1	1484158	species	4410683	4	1	0.0
Rhodoferax saidenbachensis	1484693	species	4264855	10	6	0.0
Lacinutrix venerupis	1486034	species	3192399	32	24	0.0
Martelella endophytica	1486262	species	4817335	8	5	0.0
Anoxybacillus sp. B2M1	1490052	species	3819480	9	7	0.0
Anoxybacillus sp. B7M1	1490057	species	3869056	14	10	0.0
Flavobacterium gilvum	1492737	species	4402594	25	18	0.0
Flavisolibacter sp. LCS9	1492898	species	5940863	21	16	0.0
Arthrobacter sp. PAMC 25486	1494608	species	4593579	13	11	0.0
methanogenic archaeon ISO4-H5	1495144	species	1937883	2	1	0.0
Candidatus Evansia muelleri	1495769	species	357498	7	5	0.0
Bacillus subtilis subsp. globigii	1496303	subspecies	4175482	14	8	0.0
Chromobacteriaceae	1499392	family	3960204	6	0	0.0
Pseudomonas sp. Os17	1500686	species	6885464	15	2	0.0
Pseudomonas sp. St29	1500687	species	6833117	13	1	0.0
Campylobacter sp. RM16704	1500960	species	1557536	20	10	0.0
Prochlorococcus sp. MIT 0604	1501268	species	1780061	13	4	0.0
Prochlorococcus sp. MIT 0801	1501269	species	1929203	9	6	0.0
Burkholderia stagnalis	1503054	species	7583807	10	6	0.0
Burkholderia territorii	1503055	species	6902370	6	3	0.0
Halomonas sp. KO116	1504981	species	5168360	7	4	0.0
Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri	1505596	species	749321	6	4	0.0
Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus	1505597	species	773940	11	7	0.0
Thermococcus eurythermalis	1505907	species	2126164	4	2	0.0
Lachnoclostridium	1506553	genus	4755232	1	0	0.0
Campylobacter fetus subsp. testudinum	1507806	subspecies	1776391	8	0	0.0
Jeotgalibacillus malaysiensis	1508404	species	4119509	19	15	0.0
Candidatus Arthromitus sp. SFB-mouse-NL	1508644	species	1654902	27	3	0.0
Ruminiclostridium	1508657	genus	3959124	1	0	0.0
Defluviitoga	1511648	genus	0	1	0	0.0
Leuconostoc mesenteroides subsp. suionicum	1511761	subspecies	2048833	8	8	0.0
Erysipelothrix larvae	1514105	species	2511486	11	7	0.0
Sphingopyxis fribergensis	1515612	species	5202172	7	5	0.0
Geobacillus sp. LC300	1519377	species	3532580	8	0	0.0
Dehalococcoides sp. UCH007	1522671	species	1473548	2	0	0.0
Lacimicrobium alkaliphilum	1526571	species	4378835	6	4	0.0
Bosea vaviloviae	1526658	species	6713548	15	9	0.0
Planococcus sp. PAMC 21323	1526927	species	3199864	8	5	0.0
Rickettsiales bacterium Ac37b	1528098	species	1917564	28	24	0.0
Lawsonella clevelandensis	1528099	species	3775705	20	0	0.0
Polaribacter sp. BM10	1529069	species	3254403	20	11	0.0
Coriobacteriaceae bacterium 68-1-3	1531429	species	1967093	46	40	0.0
Brevundimonas sp. DS20	1532555	species	3475610	11	5	0.0
Pseudomonas sp. DR 5-09	1534110	species	6427864	7	1	0.0
Candida	1535326	genus	14618422	4	0	0.0
Paenibacillus sp. FSL P4-0081	1536769	species	8423054	25	6	0.0
Paenibacillus sp. FSL R5-0345	1536770	species	6787172	33	22	0.0
Paenibacillus sp. FSL R5-0912	1536771	species	7718525	43	16	0.0
Paenibacillus sp. FSL R7-0273	1536772	species	7288921	31	17	0.0
Paenibacillus sp. FSL R7-0331	1536773	species	6931967	23	15	0.0
Paenibacillus sp. FSL H7-0357	1536774	species	7692748	33	20	0.0
Paenibacillus sp. FSL H7-0737	1536775	species	6765883	12	9	0.0
Malasseziomycetes	1538075	class	7786082	3	0	0.0
Methylomonas denitrificans	1538553	species	5172098	9	5	0.0
Sphingobacterium sp. ML3W	1538644	species	5329010	20	16	0.0
Treponema sp. OMZ 838	1539298	species	2708067	14	11	0.0
Candidatus Izimaplasma sp. HR1	1541959	species	1878735	10	9	0.0
Francisella sp. CA97-1460	1542390	species	1861609	14	10	0.0
Sedimenticola thiotaurini	1543721	species	3962284	7	2	0.0
Lactobacillus sp. wkB8	1545702	species	1932531	18	11	0.0
Mycobacterium sp. EPa45	1545728	species	6177406	9	6	0.0
Marinitoga sp. 1137	1545835	species	2290181	44	2	0.0
Bacillus weihaiensis	1547283	species	4361276	12	8	0.0
Francisella sp. FSC1006	1547445	species	2015987	13	12	0.0
Woeseia oceani	1548547	species	4059891	7	6	0.0
Haematospirillum jordaniae	1549855	species	2467625	7	5	0.0
Sphingomonas taxi	1549858	species	4061902	17	13	0.0
Thermofilum uzonense	1550241	species	1611988	4	3	0.0
Limnochorda pilosa	1555112	species	3817036	13	10	0.0
Enterobacter sp. E20	1560339	species	4763114	6	3	0.0
Sphingomonas panacis	1560345	species	5322941	5	2	0.0
Streptomyces sp. CCM_MD2014	1561022	species	8274043	9	2	0.0
Curtobacterium sp. MR_MD2014	1561023	species	3443800	7	4	0.0
Mycobacterium sp. QIA-37	1561223	species	4855372	3	0	0.0
Fermentimonas caenicola	1562970	species	2808926	47	34	0.0
Rhodococcus sp. B7740	1564114	species	5341557	6	4	0.0
Carnobacterium sp. CP1	1564681	species	2614401	18	12	0.0
