name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Desulfovibrio desulfuricans subsp. desulfuricans str. ATCC 27774	525146	leaf	2873437	2	1	0.0
Desulfomicrobium baculatum DSM 4028	525897	leaf	3942657	4	3	0.0
Thermanaerovibrio acidaminovorans DSM 6589	525903	leaf	1848474	1	1	0.0
Anaerococcus prevotii DSM 20548	525919	leaf	1998633	3	2	0.0
Sebaldella termitidis ATCC 33386	526218	leaf	4486650	3	2	0.0
Brachyspira murdochii DSM 12563	526224	leaf	3241804	5	3	0.0
Geodermatophilus obscurus DSM 43160	526225	leaf	5322497	1	1	0.0
Gordonia bronchialis DSM 43247	526226	leaf	5290012	1	1	0.0
Meiothermus silvanus DSM 9946	526227	leaf	3721669	1	1	0.0
Bacillus cereus ATCC 4342	526977	leaf	5306298	2	0	0.0
Bacillus thuringiensis Bt407	527021	leaf	6134344	1	1	0.0
Paenibacillus xylanexedens	528191	species	7098239	1	1	0.0
Azospirillum thiophilum	528244	species	7609458	2	1	0.0
Proteus mirabilis HI4320	529507	leaf	4099895	3	0	0.0
Rhodoluna lacicola	529884	species	1430433	1	1	0.0
Pirellula staleyi DSM 6068	530564	leaf	6196199	1	0	0.0
Flavobacteriaceae bacterium 3519-10	531844	species	2768102	7	0	0.0
Acidovorax ebreus TPSY	535289	leaf	3796573	3	1	0.0
Mesorhizobium opportunistum WSM2075	536019	leaf	6884444	2	1	0.0
Clostridium carboxidivorans P7	536227	leaf	5752782	9	8	0.0
Clostridium botulinum A2 str. Kyoto	536232	leaf	4155278	1	0	0.0
Actinobacillus pleuropneumoniae serovar 7 str. AP76	537457	leaf	2345435	1	0	0.0
Lactobacillus paracasei subsp. paracasei 8700:2	537973	leaf	3025352	1	0	0.0
Rhizobium etli 8C-3	538025	leaf	7309118	2	1	0.0
Francisella philomiragia subsp. philomiragia ATCC 25015	539329	leaf	2017400	1	0	0.0
Haloterrigena turkmenica DSM 5511	543526	leaf	5440782	1	1	0.0
Variovorax paradoxus S110	543728	leaf	6754997	3	2	0.0
Rhodococcus opacus PD630	543736	leaf	9169032	1	1	0.0
Altererythrobacter marensis	543877	species	2885033	1	0	0.0
Geobacillus sp. Y412MC61	544556	species	3667901	1	1	0.0
Actinomyces oris	544580	species	3042917	1	1	0.0
Streptomyces silaceus	545123	species	8625867	2	1	0.0
Treponema primitia ZAS-2	545694	leaf	4059867	1	0	0.0
Treponema paraluiscuniculi Cuniculi A	545776	leaf	1133390	1	0	0.0
Filifactor alocis ATCC 35896	546269	leaf	1931012	1	0	0.0
Selenomonas sputigena ATCC 35185	546271	leaf	2568361	4	3	0.0
Yersinia pestis biovar Medievalis str. Harbin 35	547048	leaf	4709501	6	0	0.0
Hydrogenobaculum sp. 3684	547143	species	1552775	2	0	0.0
Hydrogenobaculum sp. HO	547144	species	1552931	2	0	0.0
Hydrogenobaculum sp. SHO	547145	species	1552607	2	0	0.0
Hydrogenobaculum sp. SN	547146	species	1552931	2	0	0.0
Natrialba magadii ATCC 43099	547559	leaf	4443643	1	1	0.0
Corynebacterium aurimucosum ATCC 700975	548476	leaf	2819226	3	3	0.0
Mobiluncus curtisii ATCC 43063	548479	leaf	2146480	1	1	0.0
Ferrimonas balearica DSM 9799	550540	leaf	4279159	2	2	0.0
'Nostoc azollae' 0708	551115	leaf	5486145	1	1	0.0
Aromatoleum aromaticum	551760	species	4727255	1	0	0.0
Listeria monocytogenes HCC23	552536	leaf	2976212	1	0	0.0
Prevotella melaninogenica ATCC 25845	553174	leaf	3168282	17	8	0.0
Gardnerella vaginalis 409-05	553190	leaf	1617545	1	0	0.0
Vibrio breoganii	553239	species	4492180	4	3	0.0
Thermosediminibacter oceani DSM 16646	555079	leaf	2280035	2	1	0.0
Zymomonas mobilis subsp. mobilis ATCC 10988	555217	leaf	2143461	1	1	0.0
Halothiobacillus neapolitanus c2	555778	leaf	2582886	1	1	0.0
Mycobacterium kansasii ATCC 12478	557599	leaf	6577228	1	0	0.0
Acinetobacter baumannii AB307-0294	557600	leaf	3760981	1	0	0.0
Haemophilus parasuis SH0165	557723	leaf	2269156	1	0	0.0
Rhodobacter sphaeroides KD131	557760	leaf	4711139	1	1	0.0
Corynebacterium doosanense CAU 212 = DSM 45436	558173	leaf	2698995	1	0	0.0
Aeromonas aquatica	558964	species	4783504	2	0	0.0
Saccharomyces cerevisiae S288C	559292	leaf	12071326	17	0	0.0
Pectobacterium parmentieri WPP163	561231	leaf	5063892	2	0	0.0
Bacillus safensis	561879	species	15600874	7	3	0.0
Rickettsia peacockii str. Rustic	562019	leaf	1314898	2	0	0.0
Kyrpidia tusciae DSM 2912	562970	leaf	3384766	1	1	0.0
Spirosoma rigui	564064	species	5828404	7	6	0.0
Geoglobus acetivorans	565033	species	1860815	1	1	0.0
Brachyspira hyodysenteriae WA1	565034	leaf	3036634	2	0	0.0
Bifidobacterium longum subsp. infantis 157F	565040	leaf	2408831	1	0	0.0
Ureaplasma urealyticum serovar 10 str. ATCC 33699	565575	leaf	874478	2	2	0.0
Enterococcus casseliflavus EC20	565655	leaf	3427276	1	1	0.0
Saccharomycetaceae sp. 'Ashbya aceri'	566037	species	8894523	3	2	0.0
Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043	566552	leaf	2079525	1	0	0.0
Acidaminococcus intestini RyC-MR95	568816	leaf	2487765	2	1	0.0
Serratia symbiotica str. 'Cinara cedri'	568817	leaf	1762765	2	2	0.0
Bacillus thuringiensis serovar kurstaki str. YBT-1520	570416	leaf	13100949	1	0	0.0
Ochrobactrum pituitosum	571256	species	5467370	2	1	0.0
Psychrobacter sp. G	571800	species	3113999	1	1	0.0
Luteipulveratus mongoliensis	571913	species	5420910	1	1	0.0
Corynebacterium mustelae	571915	species	3474226	1	1	0.0
Bacillus cereus 03BB102	572264	leaf	10897415	1	0	0.0
Allochromatium vinosum DSM 180	572477	leaf	3669074	2	1	0.0
Halanaerobium praevalens DSM 2228	572479	leaf	2309262	4	3	0.0
Arcobacter nitrofigilis DSM 7299	572480	leaf	3192235	6	6	0.0
Ilyobacter polytropus DSM 2926	572544	leaf	3132314	2	2	0.0
Ruminiclostridium thermocellum DSM 2360	572545	leaf	3577579	4	0	0.0
Archaeoglobus profundus DSM 5631	572546	leaf	1563423	1	1	0.0
Aminobacterium colombiense DSM 12261	572547	leaf	1980592	2	1	0.0
Desulfovibrio vulgaris RCH1	573059	leaf	3734357	8	0	0.0
Clostridium cellulovorans 743B	573061	leaf	5262222	6	6	0.0
Thermoanaerobacter sp. X513	573062	species	2456520	3	2	0.0
Methanocaldococcus fervens AG86	573064	leaf	1507251	1	1	0.0
Asticcacaulis excentricus CB 48	573065	leaf	4308776	2	1	0.0
Desulfovibrio magneticus RS-1	573370	leaf	5315620	3	2	0.0
Sediminispirochaeta smaragdinae DSM 11293	573413	leaf	4653970	2	2	0.0
Francisella sp. TX077310	573570	species	2237379	1	1	0.0
Thermothelomyces thermophila ATCC 42464	573729	leaf	38744216	73	48	0.0
Pandoraea oxalativorans	573737	species	6500731	1	0	0.0
Candida dubliniensis CD36	573826	leaf	14618422	77	48	0.0
Acetohalobium arabaticum DSM 5501	574087	leaf	2469596	1	0	0.0
Escherichia coli O127:H6 str. E2348/69	574521	leaf	5069678	2	2	0.0
Isosphaera pallida ATCC 43644	575540	leaf	5529304	2	1	0.0
Prevotella sp. oral taxon 299 str. F0039	575614	leaf	2480269	12	6	0.0
Desulfobulbus propionicus DSM 2032	577650	leaf	3851869	1	1	0.0
Thielavia terrestris NRRL 8126	578455	leaf	36912256	39	21	0.0
Dickeya paradisiaca Ech703	579405	leaf	4679450	3	1	0.0
Thermoanaerobacterium thermosaccharolyticum DSM 571	580327	leaf	2785752	2	0	0.0
Thermoanaerobacter italicus Ab9	580331	leaf	2451061	1	1	0.0
Sideroxydans lithotrophicus ES-1	580332	leaf	3003656	2	1	0.0
Geobacillus sp. Y4.1MC1	581103	species	3911947	3	0	0.0
Hirschia baltica ATCC 49814	582402	leaf	3540114	1	1	0.0
Hyphomicrobium denitrificans ATCC 51888	582899	leaf	3638969	3	1	0.0
Clostridium kluyveri NBRC 12016	583346	leaf	3955303	7	0	0.0
Coraliomargarita akajimensis DSM 45221	583355	leaf	3750771	3	2	0.0
Pasteurella multocida subsp. multocida str. 3480	584721	leaf	2378127	2	0	0.0
Escherichia fergusonii ATCC 35469	585054	leaf	4643861	1	0	0.0
Roseburia hominis A2-183	585394	leaf	3592125	20	15	0.0
Synechococcus sp. KORDI-49	585423	species	2585813	1	1	0.0
Pseudomonas chlororaphis	587753	species	6702062	1	0	0.0
Solirubrobacterales	588673	order	6359369	1	0	0.0
Haloterrigena daqingensis	588898	species	3835796	2	1	0.0
Brevundimonas naejangsanensis	588932	species	2971535	1	0	0.0
Desulfurivibrio alkaliphilus AHT 2	589865	leaf	3097763	1	1	0.0
Ferroglobus placidus DSM 10642	589924	leaf	2196266	1	0	0.0
Acidaminococcus fermentans DSM 20731	591001	leaf	2329769	2	0	0.0
Staphylothermus hellenicus DSM 12710	591019	leaf	1580347	1	0	0.0
Streptomyces pratensis ATCC 33331	591167	leaf	7656104	2	2	0.0
Bacillus megaterium DSM 319	592022	leaf	5097447	1	0	0.0
Nonlabens dokdonensis DSW-6	592029	leaf	3914632	2	2	0.0
Pantoea sp. At-9b	592316	species	6312783	4	3	0.0
Thermococcus gammatolerans EJ3	593117	leaf	2045438	2	2	0.0
Tolumonas auensis DSM 9187	595494	leaf	3471292	1	0	0.0
Candidatus Sulcia muelleri SMDSEM	595499	leaf	276984	3	1	0.0
Burkholderia glumae PG1	595500	leaf	7896538	3	0	0.0
Variovorax paradoxus EPS	595537	leaf	6550056	14	11	0.0
Alicycliphilus denitrificans BC	596153	leaf	4835713	1	0	0.0
Alicycliphilus denitrificans K601	596154	leaf	5070751	3	2	0.0
Nautilia profundicola AmH	598659	leaf	1676444	8	4	0.0
Blattabacterium sp. (Periplaneta americana) str. BPLAN	600809	leaf	640442	1	0	0.0
Caldicellulosiruptor obsidiansis OB47	608506	leaf	2532343	1	1	0.0
[Clostridium] saccharolyticum WM1	610130	leaf	4662871	29	24	0.0
Sphingomonas melonis TY	621456	leaf	4196755	2	0	0.0
Zymomonas mobilis subsp. mobilis NCIMB 11163	622759	leaf	2223520	1	0	0.0
Burkholderia glumae BGR1	626418	leaf	7284636	1	0	0.0
Sphingobium sp. SYK-6	627192	species	4348133	1	0	0.0
Zymomonas mobilis subsp. mobilis str. CP4 = NRRL B-14023	627343	leaf	4310417	4	0	0.0
Shimwellia blattae DSM 4481 = NBRC 105725	630626	leaf	4158725	1	0	0.0
Caldicellulosiruptor hydrothermalis 108	632292	leaf	2770676	1	0	0.0
Caldicellulosiruptor kristjanssonii I77R1B	632335	leaf	2802443	1	1	0.0
Caldicellulosiruptor kronotskyensis 2002	632348	leaf	2843785	2	1	0.0
Caldicellulosiruptor lactoaceticus 6A	632516	leaf	2674809	1	1	0.0
Caldicellulosiruptor owensensis OL	632518	leaf	2428903	4	3	0.0
Bacillus beveridgei	632773	species	3582268	3	2	0.0
Olsenella uli DSM 7084	633147	leaf	2051896	1	0	0.0
Brevundimonas subvibrioides ATCC 15264	633149	leaf	3445263	1	0	0.0
Lactobacillus johnsonii FI9785	633699	leaf	1785116	1	0	0.0
Vagococcus penaei	633807	species	2365304	1	1	0.0
Komagataeibacter medellinensis NBRC 3288	634177	leaf	3513191	1	1	0.0
Methanobrevibacter ruminantium M1	634498	leaf	2937203	3	3	0.0
Erwinia billingiae Eb661	634500	leaf	5372268	1	1	0.0
Bartonella grahamii as4aup	634504	leaf	2369520	2	1	0.0
Parageobacillus thermoglucosidasius C56-YS93	634956	leaf	3993793	2	0	0.0
Mycoplasma hyorhinis DBS 1050	634997	leaf	837447	2	0	0.0
Thermincola potens JR	635013	leaf	3157416	3	2	0.0
Ruminiclostridium thermocellum DSM 1313	637887	leaf	3561619	4	0	0.0
Lactobacillus koreensis	637971	species	3006812	4	4	0.0
Thermocrinis albus DSM 14484	638303	leaf	1500577	2	1	0.0
Deferribacter desulfuricans SSM1	639282	leaf	2542933	5	3	0.0
Dechlorosoma suillum PS	640081	leaf	3806980	2	2	0.0
Klebsiella variicola At-22	640131	leaf	5458505	1	0	0.0
Burkholderia sp. CCGE1001	640510	species	7253494	2	0	0.0
Burkholderia sp. CCGE1003	640512	species	7043595	1	0	0.0
Desulfovibrio desulfuricans ND132	641491	leaf	3858580	1	1	0.0
Clostridium lentocellum DSM 5427	642492	leaf	4714237	3	2	0.0
Acidovorax avenae subsp. avenae ATCC 19860	643561	leaf	5482170	2	1	0.0
Desulfovibrio aespoeensis Aspo-2	643562	leaf	3629109	8	6	0.0
Syntrophothermus lipocalidus DSM 12680	643648	leaf	2405559	3	2	0.0
Paenalcaligenes hominis	643674	species	2688496	1	1	0.0
Marivirga tractuosa DSM 4126	643867	leaf	4516490	4	3	0.0
Desulfarculus baarsii DSM 2075	644282	leaf	3655731	2	1	0.0
Micromonospora aurantiaca ATCC 27029	644283	leaf	7025559	2	2	0.0
Methanohalobium evestigatum Z-7303	644295	leaf	2406232	1	1	0.0
Pseudomonas stutzeri RCH2	644801	leaf	4600489	1	0	0.0
Thermaerobacter marianensis DSM 12885	644966	leaf	2844696	1	1	0.0
Syntrophobotulus glycolicus DSM 8271	645991	leaf	3406739	3	2	0.0
Desulfosporosinus acidiphilus SJ4	646529	leaf	4991181	1	1	0.0
Thermovibrio ammonificans HB-1	648996	leaf	1759526	1	1	0.0
Leadbetterella byssophila DSM 17132	649349	leaf	4059653	6	4	0.0
Bacillus cellulosilyticus DSM 2522	649639	leaf	4681672	1	1	0.0
Anaerostipes hadrus	649756	species	3172613	10	6	0.0
Actinoplanes sp. N902-109	649831	species	9228054	4	1	0.0
Desulfobacula toluolica Tol2	651182	leaf	5197905	2	2	0.0
Streptomyces violaceusniger Tu 4113	653045	leaf	11138313	6	2	0.0
Desulfurispirillum indicum S5	653733	leaf	2928377	3	1	0.0
Zunongwangia profunda SM-A87	655815	leaf	5128187	3	2	0.0
Frankia symbiont of Datisca glomerata	656024	species	5340989	2	2	0.0
Pandoraea vervacti	656178	species	5736282	4	1	0.0
Pandoraea faecigallinarum	656179	species	5732664	2	0	0.0
Arthrobacter alpinus	656366	species	8380101	2	0	0.0
Halanaerobium hydrogeniformans	656519	species	2613117	6	6	0.0
Candidatus Liberibacter solanacearum CLso-ZC1	658172	leaf	1258278	1	1	0.0
Mesotoga prima MesG1.Ag.4.2	660470	leaf	2975953	3	3	0.0
Legionella longbeachae NSW150	661367	leaf	4149158	3	3	0.0
Methylobacterium extorquens DM4	661410	leaf	6123851	1	0	0.0
Fimbriimonas ginsengisoli Gsoil 348	661478	leaf	5231762	2	1	0.0
Mycoplasma genitalium M6320	662945	leaf	579796	2	0	0.0
Mycoplasma genitalium M6282	662946	leaf	579504	1	0	0.0
Mycoplasma genitalium M2288	662947	leaf	579558	1	0	0.0
Ethanoligenens harbinense YUAN-3	663278	leaf	3008576	1	0	0.0
Geobacter sulfurreducens KN400	663917	leaf	3714272	1	0	0.0
Mycoplasma genitalium M2321	663918	leaf	579977	2	0	0.0
Erwinia amylovora CFBP1430	665029	leaf	3833832	1	0	0.0
Spirochaeta thermophila DSM 6192	665571	leaf	2472645	4	1	0.0
Phycisphaerae	666505	class	3884382	1	0	0.0
Methylotenera versatilis 301	666681	leaf	3059871	4	2	0.0
Rhodanobacter denitrificans	666685	species	4225490	2	1	0.0
Bacillus sp. 1NLA3E	666686	species	4815602	4	3	0.0
Thermodesulfatator indicus DSM 15286	667014	leaf	2322224	2	2	0.0
Bacteroides salanitronis DSM 18170	667015	leaf	4308663	261	175	0.0
Tenacibaculum dicentrarchi	669041	species	2918253	3	3	0.0
Cryobacterium arcticum	670052	species	4351229	1	0	0.0
Hyphomicrobium denitrificans 1NES1	670307	leaf	3808687	1	0	0.0
Oceanithermus profundus DSM 14977	670487	leaf	2439291	1	1	0.0
Candidatus Methylomirabilis oxyfera	671143	species	2752854	1	1	0.0
Propionibacterium sp. oral taxon 193	671223	species	2649207	2	2	0.0
Streptococcus suis 05HAS68	672190	leaf	2176073	1	0	0.0
Rhodoplanes sp. Z2-YC6860	674703	species	8193889	1	1	0.0
Pseudonocardia dioxanivorans CB1190	675635	leaf	7303989	2	1	0.0
Francisella cf. tularensis subsp. novicida 3523	676032	leaf	1945310	1	0	0.0
Helicobacter mustelae 12198	679897	leaf	1578097	2	1	0.0
Alistipes finegoldii DSM 17242	679935	leaf	3734239	238	194	0.0
Streptomyces scabiei 87.22	680198	leaf	10148695	1	0	0.0
Agarivorans gilvus	680279	species	4416600	3	2	0.0
Granulicella mallensis MP5ACTX8	682795	leaf	6237577	4	3	0.0
Listeria seeligeri serovar 1/2b str. SLCC3954	683837	leaf	2797636	2	1	0.0
Staphylococcus aureus subsp. aureus ED133	685039	leaf	2832478	1	1	0.0
Martelella sp. AD-3	686597	species	5036008	1	0	0.0
Pseudothermotoga thermarum DSM 5069	688269	leaf	2039943	1	1	0.0
Cellulophaga algicola DSM 14237	688270	leaf	4888353	2	2	0.0
Desulfovibrio africanus str. Walvis Bay	690850	leaf	4200534	3	3	0.0
Cronobacter turicensis z3032	693216	leaf	4599092	1	0	0.0
Oscillibacter valericigenes Sjm18-20	693746	leaf	4470622	6	4	0.0
Shewanella baltica OS117	693970	leaf	5526018	2	0	0.0
Shewanella baltica BA175	693974	leaf	5199401	1	1	0.0
Deinococcus proteolyticus MRP	693977	leaf	2886836	1	1	0.0
Riemerella anatipestifer ATCC 11845 = DSM 15868	693978	leaf	4319208	4	0	0.0
Bacteroides helcogenes P 36-108	693979	leaf	3998906	821	764	1.61928e-14
Methylobacterium oryzae CBMB20	693986	leaf	6286629	1	1	0.0
Paludibacter propionicigenes WB4	694427	leaf	3685504	11	9	0.0
Natronococcus occultus SP4	694430	leaf	4314118	1	1	0.0
Desulfurella acetivorans A63	694431	leaf	1819992	2	2	0.0
Aggregatibacter actinomycetemcomitans D7S-1	694569	leaf	2308962	1	0	0.0
Lactobacillus amylovorus GRL1118	695562	leaf	1977087	2	0	0.0
Bartonella clarridgeiae 73	696125	leaf	1522743	1	0	0.0
Streptococcus constellatus subsp. pharyngis C232	696216	leaf	1935414	3	0	0.0
Desulfotomaculum ruminis DSM 2154	696281	leaf	3969014	2	2	0.0
Paenibacillus larvae subsp. larvae DSM 25430	697284	leaf	4056006	1	0	0.0
Thermoanaerobacter wiegelii Rt8.B1	697303	leaf	2785056	6	3	0.0
Ruminococcus albus 7 = DSM 20455	697329	leaf	4482087	7	5	0.0
Thermofilum carboxyditrophus 1505	697581	leaf	1754190	2	1	0.0
Staphylococcus lugdunensis HKU09-01	698737	leaf	2658366	2	0	0.0
Oleispira antarctica RB-8	698738	leaf	4406383	2	1	0.0
Amphibacillus xylanus NBRC 15112	698758	leaf	2569486	1	0	0.0
Rhizobium tropici CIAT 899	698761	leaf	6686334	1	1	0.0
Thermoanaerobacterium thermosaccharolyticum M0795	698948	leaf	2894276	1	0	0.0
Corynebacterium diphtheriae HC04	698970	leaf	2484332	1	0	0.0
Corynebacterium diphtheriae BH8	698973	leaf	2485519	1	0	0.0
Clostridioides difficile M120	699035	leaf	4047729	5	4	0.0
Clostridioides difficile CF5	699036	leaf	4159517	2	0	0.0
Mageeibacillus indolicus UPII9-5	699246	leaf	1809746	4	3	0.0
Niastella koreensis GR20-10	700598	leaf	9033684	4	4	0.0
Novosphingobium sp. PP1Y	702113	species	5313905	1	0	0.0
Bifidobacterium bifidum PRL2010	702459	leaf	2214656	2	1	0.0
Sinorhizobium meliloti SM11	707241	leaf	7173736	1	0	0.0
Jeotgalibaca dankookensis	708126	species	2116498	1	1	0.0
Mycoplasma suis KI3806	708248	leaf	709270	1	0	0.0
Sulfuricurvum kujiense DSM 16994	709032	leaf	2819357	1	1	0.0
Deinococcus maricopensis DSM 21211	709986	leaf	3498530	1	1	0.0
Odoribacter splanchnicus DSM 20712	709991	leaf	4392288	66	61	0.0
Mycobacterium chubuense NBB4	710421	leaf	6342624	1	0	0.0
Mycobacterium rhodesiae NBB3	710685	leaf	6415739	3	2	0.0
Intrasporangium calvum DSM 43043	710696	leaf	4024382	2	1	0.0
Leptotrichia sp. oral taxon 212	712357	species	2444904	5	5	0.0
Olsenella sp. oral taxon 807	712411	species	3213585	3	1	0.0
Selenomonas sp. oral taxon 478	712538	species	2284135	2	2	0.0
Streptococcus sp. oral taxon 431	712633	species	2177905	1	1	0.0
Tannerella sp. oral taxon HOT-286	712710	species	2973531	36	27	9.70337e-15
Lactobacillus fermentum CECT 5716	712938	leaf	2100449	1	0	0.0
Selenomonas sp. oral taxon 136	713030	species	2458072	6	4	0.0
Amycolatopsis mediterranei S699	713604	leaf	20483699	6	0	0.0
Alteromonas naphthalenivorans	715451	species	4972148	3	1	0.0
Erwinia amylovora ATCC 49946	716540	leaf	3905604	1	0	0.0
Enterobacter cloacae subsp. cloacae ATCC 13047	716541	leaf	5598796	1	0	0.0
Waddlia chondrophila WSU 86-1044	716544	leaf	2131905	1	1	0.0
Flexistipes sinusarabici DSM 4947	717231	leaf	2526590	2	2	0.0
Thermobacillus composti KWC4	717605	leaf	4355525	1	1	0.0
Thioalkalimicrobium aerophilum AL3	717772	leaf	2158359	3	2	0.0
Thioalkalimicrobium cyclicum ALM1	717773	leaf	1932455	1	1	0.0
Marinomonas mediterranea MMB-1	717774	leaf	4684316	3	2	0.0
Hyphomicrobium sp. MC1	717785	species	4757528	2	0	0.0
Edwardsiella tarda FL6-60	718251	leaf	3728801	3	0	0.0
[Clostridium] clariflavum DSM 19732	720554	leaf	4897678	5	5	0.0
Bacillus atrophaeus 1942	720555	leaf	4168266	2	0	0.0
Rahnella sp. Y9602	741091	species	5614252	1	0	0.0
Acidithiobacillus ferrivorans SS3	743299	leaf	3207552	2	2	0.0
Thermus scotoductus SA-01	743525	leaf	2355186	1	0	0.0
Spiroplasma eriocheiris CCTCC M 207170	743698	leaf	1364757	1	0	0.0
Isoptericola variabilis 225	743718	leaf	3307740	1	0	0.0
Pseudomonas fulva 12-X	743720	leaf	4920769	1	1	0.0
Sphingobacterium sp. 21	743722	species	6226409	4	4	0.0
Mycoplasma putrefaciens KS1	743965	leaf	832603	1	0	0.0
Mycoplasma yeatsii GM274B	743967	leaf	895051	1	1	0.0
Actinobacillus suis ATCC 33415	743972	leaf	2501598	1	1	0.0
Treponema caldarium DSM 7334	744872	leaf	3239340	2	2	0.0
alpha proteobacterium HIMB59	744985	species	1410127	1	1	0.0
Sphingomonas sp. MM-1	745310	species	4633613	1	1	0.0
Deinococcus gobiensis I-0	745776	leaf	4406036	4	3	0.0
Lactococcus lactis subsp. cremoris NZ9000	746361	leaf	2530294	1	0	0.0
Aequorivita sublithincola DSM 14238	746697	leaf	3520671	2	2	0.0
Thermodesulfobium narugense DSM 14796	747365	leaf	1898865	2	2	0.0
Azoarcus sp. KH32C	748247	species	5818755	2	2	0.0
Pseudogulbenkiania sp. NH8B	748280	species	4332995	4	2	0.0
Halobacteroides halobius DSM 5150	748449	leaf	2649255	1	1	0.0
Clostridium ljungdahlii DSM 13528	748727	leaf	4630065	3	0	0.0
Nitratifractor salsuginis DSM 16511	749222	leaf	2101285	2	1	0.0
Streptomyces bingchenggensis BCW-1	749414	leaf	11936683	2	0	0.0
Amycolatopsis mediterranei U32	749927	leaf	10236715	3	0	0.0
Halobacterium sp. DL1	751944	species	3162560	2	2	0.0
Thermus oshimai JL-2	751945	leaf	2401329	3	1	0.0
Mesorhizobium australicum WSM2073	754035	leaf	6200534	3	2	0.0
Actinobacillus pleuropneumoniae serovar 8	754345	leaf	2337633	1	0	0.0
Winogradskyella sp. PG-2	754409	species	3811479	3	3	0.0
Methylophaga nitratireducenticrescens	754476	species	3137191	2	1	0.0
Methylophaga frappieri	754477	species	2745290	1	1	0.0
Paraburkholderia sprentiae WSM5005	754502	leaf	7829542	1	0	0.0
Aggregatibacter actinomycetemcomitans ANH9381	754507	leaf	2136808	2	0	0.0
Rhizobium leguminosarum bv. trifolii WSM1689	754523	leaf	6903379	1	1	0.0
Cyanobacterium aponinum PCC 10605	755178	leaf	4176973	4	4	0.0
Clostridium sp. BNL1100	755731	species	4613747	5	4	0.0
Rubinisphaera brasiliensis DSM 5305	756272	leaf	6006602	4	4	0.0
Desulfitobacterium dehalogenans ATCC 51507	756499	leaf	4321753	3	2	0.0
Bacillus sp. WP8	756828	species	3708888	1	0	0.0
Herbaspirillum seropedicae SmR1	757424	leaf	5513887	1	0	0.0
Burkholderia sp. RPE64	758793	species	6964487	3	2	0.0
Burkholderia sp. RPE67	758796	species	8685756	1	0	0.0
Mycobacterium litorale	758802	species	6103712	1	1	0.0
Leptospira santarosai serovar Shermani str. LT 821	758847	leaf	3983611	1	1	0.0
Bifidobacterium longum subsp. longum JDM301	759350	leaf	2477838	2	0	0.0
Ketogulonicigenium vulgare WSH-001	759362	leaf	3277101	1	0	0.0
Brachyspira pilosicoli 95/1000	759914	leaf	2586443	3	2	0.0
Sphaerochaeta coccoides DSM 17374	760011	leaf	2227296	2	2	0.0
Haliscomenobacter hydrossis DSM 1100	760192	leaf	8771651	9	7	0.0
Desulfotomaculum kuznetsovii DSM 6115	760568	leaf	3601386	1	0	0.0
Runella slithyformis DSM 19594	761193	leaf	6919729	5	5	0.0
Leuconostoc gelidum subsp. gasicomitatum LMG 18811	762550	leaf	1954080	3	2	0.0
Rhodothermus marinus SG0.5JP17-172	762570	leaf	3334122	5	1	0.0
Thermus thermophilus SG0.5JP17-16	762633	leaf	2303227	1	0	0.0
Pseudopedobacter saltans DSM 12145	762903	leaf	4635236	4	4	0.0
Rothia dentocariosa ATCC 17931	762948	leaf	2506025	2	1	0.0
Bdellovibrio bacteriovorus W	765869	leaf	3006992	1	1	0.0
Marichromatium purpuratum 984	765910	leaf	3779112	2	2	0.0
Thioflavicoccus mobilis 8321	765912	leaf	4137521	2	0	0.0
Parachlamydia acanthamoebae UV-7	765952	leaf	3072383	4	3	0.0
Bacillus paralicheniformis ATCC 9945a	766760	leaf	4376305	2	0	0.0
Prevotella denticola F0289	767031	leaf	2937589	33	18	0.0
Frateuria aurantia DSM 6220	767434	leaf	3603458	1	1	0.0
Lactobacillus fermentum F-6	767453	leaf	2064620	1	0	0.0
Lactobacillus delbrueckii subsp. bulgaricus ND02	767455	leaf	2131976	1	0	0.0
Lactobacillus helveticus H10	767462	leaf	2172383	1	0	0.0
Desulfotomaculum gibsoniae DSM 7213	767817	leaf	4855529	3	1	0.0
Haloquadratum walsbyi C23	768065	leaf	3260476	1	0	0.0
Halomonas elongata DSM 2581	768066	leaf	4061296	1	1	0.0
Enterococcus hirae ATCC 9790	768486	leaf	2856440	1	1	0.0
Serratia sp. AS12	768490	species	5443009	4	0	0.0
Serratia plymuthica AS9	768492	leaf	5442880	2	0	0.0
Serratia sp. AS13	768493	species	5442549	4	0	0.0
Cytophagia	768503	class	4973936	1	0	0.0
Cytophagales	768507	order	4973936	1	0	0.0
Calditerrivibrio nitroreducens DSM 19672	768670	leaf	2216552	2	0	0.0
Mycoplasma suis str. Illinois	768700	leaf	742431	1	0	0.0
Desulfosporosinus meridiei DSM 13257	768704	leaf	4873567	5	3	0.0
Desulfosporosinus orientis DSM 765	768706	leaf	5863081	4	2	0.0
Opitutaceae bacterium TAV5	794903	species	7417673	5	4	0.0
Thermodesulfobacterium geofontis OPF15	795359	leaf	1634377	1	1	0.0
Hydrogenophaga sp. PBC	795665	species	5232477	2	2	0.0
Sugiyamaella lignohabitans	796027	species	15982127	19	12	0.0
Methanosarcina barkeri CM1	796385	leaf	4501171	1	0	0.0
Halostagnicola larsenii XH-48	797299	leaf	4131176	2	2	0.0
