readID	seqID	taxID	score	2ndBestScore	hitLength	queryLength	numMatches
contig-125_32020	AE015451.2	160488	81	81	24	338	3
contig-125_32020	CP016212.1	1150601	81	81	24	338	3
contig-125_32022	unclassified	0	0	0	0	338	1
contig-125_32011	CP015401.1	1796613	676	400	41	338	1
contig-125_32023	unclassified	0	0	0	0	338	1
contig-125_32024	unclassified	0	0	0	0	338	1
contig-125_32025	unclassified	0	0	0	0	338	1
contig-125_32026	unclassified	0	0	0	0	338	1
contig-125_32028	unclassified	0	0	0	0	338	1
contig-125_32029	unclassified	0	0	0	0	338	1
contig-125_32027	CP007034.1	880074	169	169	28	338	3
contig-125_32027	AP006841.1	295405	169	169	28	338	3
contig-125_32027	CP009057.1	357276	169	169	28	338	3
contig-125_32030	unclassified	0	0	0	0	338	1
contig-125_32031	unclassified	0	0	0	0	338	1
contig-125_32032	unclassified	0	0	0	0	338	1
contig-125_32035	unclassified	0	0	0	0	338	1
contig-125_32034	unclassified	0	0	0	0	338	1
contig-125_32037	CP016594.1	2055	64	0	23	338	1
contig-125_32036	CP016553.1	714	121	121	26	338	3
contig-125_32036	CP003099.1	754507	121	121	26	338	3
contig-125_32036	CP012958.1	714	121	121	26	338	3
contig-125_32038	unclassified	0	0	0	0	338	1
contig-125_32039	unclassified	0	0	0	0	338	1
contig-125_32040	CP012938.1	28116	81	81	24	338	2
contig-125_32040	LT622246.1	1379690	81	81	24	338	2
contig-125_32041	unclassified	0	0	0	0	338	1
contig-125_32042	unclassified	0	0	0	0	338	1
contig-125_32044	unclassified	0	0	0	0	338	1
contig-125_32045	unclassified	0	0	0	0	338	1
contig-125_32043	unclassified	0	0	0	0	338	1
contig-125_32046	unclassified	0	0	0	0	338	1
contig-125_32047	unclassified	0	0	0	0	338	1
contig-125_32048	unclassified	0	0	0	0	338	1
contig-125_32051	unclassified	0	0	0	0	338	1
contig-125_32050	unclassified	0	0	0	0	338	1
contig-125_32049	unclassified	0	0	0	0	338	1
contig-125_32054	unclassified	0	0	0	0	338	1
contig-125_32055	unclassified	0	0	0	0	338	1
contig-125_32053	unclassified	0	0	0	0	338	1
contig-125_32052	unclassified	0	0	0	0	338	1
contig-125_32056	unclassified	0	0	0	0	338	1
contig-125_32057	unclassified	0	0	0	0	338	1
contig-125_32058	unclassified	0	0	0	0	338	1
contig-125_32060	unclassified	0	0	0	0	338	1
contig-125_32059	unclassified	0	0	0	0	338	1
contig-125_32062	unclassified	0	0	0	0	338	1
contig-125_32061	unclassified	0	0	0	0	338	1
contig-125_32063	unclassified	0	0	0	0	338	1
contig-125_32064	unclassified	0	0	0	0	338	1
contig-125_32067	LK028559.1	35623	64	0	23	338	1
contig-125_32065	unclassified	0	0	0	0	338	1
contig-125_32069	unclassified	0	0	0	0	338	1
contig-125_32068	unclassified	0	0	0	0	338	1
contig-125_32071	unclassified	0	0	0	0	338	1
contig-125_32070	unclassified	0	0	0	0	338	1
contig-125_32072	unclassified	0	0	0	0	338	1
contig-125_32066	CP013659.2	200991	121	64	26	338	1
contig-125_32073	unclassified	0	0	0	0	338	1
contig-125_32075	unclassified	0	0	0	0	337	1
contig-125_32074	unclassified	0	0	0	0	338	1
contig-125_32078	unclassified	0	0	0	0	337	1
contig-125_32079	unclassified	0	0	0	0	337	1
contig-125_32083	unclassified	0	0	0	0	337	1
contig-125_32081	unclassified	0	0	0	0	337	1
contig-125_32084	unclassified	0	0	0	0	337	1
contig-125_32080	CP000139.1	435590	1382	0	107	337	1
contig-125_32077	CR626927.1	272559	28993	0	274	337	1
contig-125_32085	unclassified	0	0	0	0	337	1
contig-125_32076	CP015401.1	1796613	3060	0	96	337	1
contig-125_32082	LT632322.1	1852373	64	64	23	337	2
contig-125_32082	CP015400.1	1834198	64	64	23	337	2
contig-125_32086	unclassified	0	0	0	0	337	1
contig-125_32090	CP012801.1	246787	169	0	28	337	1
contig-125_32088	CP002352.1	693979	400	121	35	337	1
contig-125_32091	unclassified	0	0	0	0	337	1
contig-125_32087	CP015402.1	1834200	400	400	58	337	2
contig-125_32087	CP015401.1	1796613	400	400	58	337	2
contig-125_32096	unclassified	0	0	0	0	337	1
contig-125_32093	LT558118.1	307758	121	0	26	337	1
contig-125_32095	unclassified	0	0	0	0	337	1
contig-125_32098	unclassified	0	0	0	0	337	1
contig-125_32097	unclassified	0	0	0	0	337	1
contig-125_32094	CP017245.1	1899017	100	64	25	337	1
contig-125_32092	CP011531.1	997877	25117	0	233	337	1
contig-125_32099	CP001932.1	547559	121	64	26	337	1
contig-125_32100	unclassified	0	0	0	0	337	1
contig-125_32101	JH393469.1	43179	64	0	23	337	1
contig-125_32103	unclassified	0	0	0	0	337	1
contig-125_32104	unclassified	0	0	0	0	337	1
contig-125_32102	unclassified	0	0	0	0	337	1
contig-125_32106	unclassified	0	0	0	0	337	1
contig-125_32107	unclassified	0	0	0	0	337	1
contig-125_32105	CP003274.1	679935	784	0	43	337	1
contig-125_32109	unclassified	0	0	0	0	337	1
contig-125_32110	unclassified	0	0	0	0	337	1
contig-125_32113	unclassified	0	0	0	0	337	1
contig-125_32089	unclassified	0	0	0	0	337	1
contig-125_32111	unclassified	0	0	0	0	337	1
contig-125_32112	unclassified	0	0	0	0	337	1
contig-125_32108	CP003274.1	679935	441	64	36	337	1
contig-125_32114	unclassified	0	0	0	0	337	1
contig-125_32115	unclassified	0	0	0	0	337	1
contig-125_32116	unclassified	0	0	0	0	337	1
contig-125_32118	unclassified	0	0	0	0	337	1
contig-125_32120	unclassified	0	0	0	0	337	1
contig-125_32119	CP015402.1	1834200	81	0	24	337	1
contig-125_32117	CP009506.1	1434120	121	121	26	337	2
contig-125_32117	CP009508.1	1434118	121	121	26	337	2
contig-125_32121	unclassified	0	0	0	0	337	1
contig-125_32123	unclassified	0	0	0	0	337	1
contig-125_32122	CP003274.1	679935	121	0	26	337	1
contig-125_32124	unclassified	0	0	0	0	337	1
contig-125_32126	unclassified	0	0	0	0	337	1
contig-125_32125	CP015402.1	1834200	169	0	28	337	1
contig-125_32127	unclassified	0	0	0	0	337	1
contig-125_32128	unclassified	0	0	0	0	337	1
contig-125_32129	unclassified	0	0	0	0	337	1
contig-125_32130	unclassified	0	0	0	0	337	1
contig-125_32131	JH393652.1	43179	64	64	23	337	2
contig-125_32131	JH393360.1	43179	64	64	23	337	2
contig-125_32132	unclassified	0	0	0	0	337	1
contig-125_32135	unclassified	0	0	0	0	337	1
contig-125_32134	unclassified	0	0	0	0	337	1
contig-125_32136	unclassified	0	0	0	0	337	1
contig-125_32137	unclassified	0	0	0	0	337	1
contig-125_32138	unclassified	0	0	0	0	337	1
contig-125_32140	unclassified	0	0	0	0	337	1
contig-125_32139	unclassified	0	0	0	0	337	1
contig-125_32141	unclassified	0	0	0	0	337	1
contig-125_32142	CP015401.1	1796613	800	0	70	337	1
contig-125_32143	unclassified	0	0	0	0	337	1
contig-125_32145	unclassified	0	0	0	0	337	1
contig-125_32146	unclassified	0	0	0	0	337	1
contig-125_32144	CP012937.1	818	66818	0	336	337	1
contig-125_32148	unclassified	0	0	0	0	337	1
contig-125_32133	unclassified	0	0	0	0	337	1
contig-125_32149	unclassified	0	0	0	0	337	1
contig-125_32147	unclassified	0	0	0	0	337	1
contig-125_32150	unclassified	0	0	0	0	337	1
contig-125_32154	unclassified	0	0	0	0	337	1
contig-125_32153	unclassified	0	0	0	0	337	1
contig-125_32151	CP001779.1	519441	64	0	23	337	1
contig-125_32152	unclassified	0	0	0	0	337	1
contig-125_32155	JH393381.1	43179	81	0	24	337	1
contig-125_32156	unclassified	0	0	0	0	337	1
contig-125_32157	unclassified	0	0	0	0	337	1
contig-125_32158	unclassified	0	0	0	0	337	1
contig-125_32159	JH393362.1	43179	64	0	23	337	1
contig-125_32160	unclassified	0	0	0	0	337	1
contig-125_32161	unclassified	0	0	0	0	337	1
contig-125_32162	unclassified	0	0	0	0	337	1
contig-125_32164	unclassified	0	0	0	0	337	1
contig-125_32166	unclassified	0	0	0	0	337	1
contig-125_32163	unclassified	0	0	0	0	337	1
contig-125_32165	unclassified	0	0	0	0	337	1
contig-125_32167	unclassified	0	0	0	0	337	1
contig-125_32168	unclassified	0	0	0	0	337	1
contig-125_32170	unclassified	0	0	0	0	337	1
contig-125_32171	unclassified	0	0	0	0	337	1
contig-125_32169	CP012938.1	28116	121	121	26	337	3
contig-125_32169	LT622246.1	1379690	121	121	26	337	3
contig-125_32169	CP015401.1	1796613	121	121	26	337	3
contig-125_32172	unclassified	0	0	0	0	337	1
contig-125_32173	unclassified	0	0	0	0	337	1
contig-125_32176	unclassified	0	0	0	0	337	1
contig-125_32177	unclassified	0	0	0	0	337	1
contig-125_32175	CP017245.1	1899017	400	0	35	337	1
contig-125_32179	unclassified	0	0	0	0	337	1
contig-125_32178	CP015402.1	1834200	1273	0	127	337	1
contig-125_32180	unclassified	0	0	0	0	337	1
contig-125_32033	CP002417.1	595537	317	121	55	338	1
contig-125_32181	unclassified	0	0	0	0	337	1
contig-125_32183	unclassified	0	0	0	0	337	1
contig-125_32184	unclassified	0	0	0	0	337	1
contig-125_32185	unclassified	0	0	0	0	337	1
contig-125_32188	unclassified	0	0	0	0	337	1
contig-125_32187	unclassified	0	0	0	0	337	1
contig-125_32186	unclassified	0	0	0	0	337	1
contig-125_32190	unclassified	0	0	0	0	337	1
contig-125_32189	unclassified	0	0	0	0	337	1
contig-125_32191	unclassified	0	0	0	0	337	1
contig-125_32194	unclassified	0	0	0	0	337	1
contig-125_32193	CP002352.1	693979	81	81	24	337	2
contig-125_32193	CP002530.1	667015	81	81	24	337	2
contig-125_32195	unclassified	0	0	0	0	337	1
contig-125_32192	AE015928.1	226186	484	484	37	337	2
contig-125_32192	CP012937.1	818	484	484	37	337	2
contig-125_32198	CP002352.1	693979	225	0	30	337	1
contig-125_32199	unclassified	0	0	0	0	337	1
contig-125_32197	JH393907.1	43179	145	0	47	337	1
contig-125_32200	unclassified	0	0	0	0	337	1
contig-125_32201	unclassified	0	0	0	0	337	1
contig-125_32196	FM992688.1	573826	100	64	25	337	1
contig-125_32202	unclassified	0	0	0	0	337	1
contig-125_32204	unclassified	0	0	0	0	337	1
contig-125_32205	CP011409.1	1262470	81	0	24	337	1
contig-125_32182	genus	283168	3364	3364	73	337	2
contig-125_32182	family	49546	3364	3364	73	337	2
contig-125_32207	unclassified	0	0	0	0	337	1
contig-125_32209	unclassified	0	0	0	0	337	1
contig-125_32208	unclassified	0	0	0	0	337	1
contig-125_32211	unclassified	0	0	0	0	337	1
contig-125_32203	CP015401.1	1796613	12713	7062	155	337	1
contig-125_32210	unclassified	0	0	0	0	337	1
contig-125_32213	unclassified	0	0	0	0	337	1
contig-125_32214	unclassified	0	0	0	0	337	1
contig-125_32215	unclassified	0	0	0	0	337	1
contig-125_32216	unclassified	0	0	0	0	337	1
contig-125_32212	CP009641.1	451709	196	0	29	337	1
contig-125_32174	unclassified	0	0	0	0	337	1
contig-125_32218	unclassified	0	0	0	0	337	1
contig-125_32219	CP012098.1	649756	81	0	24	337	1
contig-125_32220	unclassified	0	0	0	0	337	1
contig-125_32221	unclassified	0	0	0	0	337	1
contig-125_32217	CP015401.1	1796613	3529	0	134	337	1
contig-125_32222	unclassified	0	0	0	0	337	1
contig-125_32223	unclassified	0	0	0	0	337	1
contig-125_32224	CP003697.1	1121362	64	0	23	337	1
contig-125_32225	unclassified	0	0	0	0	337	1
contig-125_32226	unclassified	0	0	0	0	337	1
contig-125_32227	unclassified	0	0	0	0	337	1
contig-125_32206	unclassified	0	0	0	0	337	1
contig-125_32228	CP002352.1	693979	1066	0	97	337	1
contig-125_32229	unclassified	0	0	0	0	337	1
contig-125_32230	unclassified	0	0	0	0	337	1
contig-125_32232	unclassified	0	0	0	0	337	1
contig-125_32233	unclassified	0	0	0	0	337	1
contig-125_32234	unclassified	0	0	0	0	337	1
contig-125_32231	AE015928.1	226186	400	400	35	337	2
contig-125_32231	CP012937.1	818	400	400	35	337	2
contig-125_32235	unclassified	0	0	0	0	337	1
contig-125_32236	unclassified	0	0	0	0	337	1
contig-125_32238	unclassified	0	0	0	0	337	1
contig-125_32237	CP011531.1	997877	1024	0	47	337	1
contig-125_32239	unclassified	0	0	0	0	337	1
contig-125_32240	unclassified	0	0	0	0	337	1
contig-125_32241	unclassified	0	0	0	0	337	1
contig-125_32242	unclassified	0	0	0	0	337	1
contig-125_32244	unclassified	0	0	0	0	337	1
contig-125_32243	unclassified	0	0	0	0	337	1
contig-125_32245	unclassified	0	0	0	0	337	1
contig-125_32246	unclassified	0	0	0	0	337	1
contig-125_32249	unclassified	0	0	0	0	337	1
contig-125_32247	unclassified	0	0	0	0	337	1
contig-125_32248	unclassified	0	0	0	0	337	1
contig-125_32250	unclassified	0	0	0	0	337	1
contig-125_32252	unclassified	0	0	0	0	337	1
contig-125_32253	unclassified	0	0	0	0	337	1
contig-125_32254	unclassified	0	0	0	0	337	1
contig-125_32257	unclassified	0	0	0	0	337	1
contig-125_32256	unclassified	0	0	0	0	337	1
contig-125_32255	unclassified	0	0	0	0	337	1
contig-125_32258	unclassified	0	0	0	0	337	1
contig-125_32260	unclassified	0	0	0	0	337	1
contig-125_32251	AE015928.1	226186	42790	42790	329	337	2
contig-125_32251	CP012937.1	818	42790	42790	329	337	2
contig-125_32261	unclassified	0	0	0	0	337	1
contig-125_32259	CP007619.1	357276	2681	0	126	337	1
contig-125_32262	unclassified	0	0	0	0	337	1
contig-125_32264	unclassified	0	0	0	0	337	1
contig-125_32265	unclassified	0	0	0	0	337	1
contig-125_32266	unclassified	0	0	0	0	337	1
contig-125_32267	unclassified	0	0	0	0	337	1
contig-125_32268	unclassified	0	0	0	0	337	1
contig-125_32271	unclassified	0	0	0	0	337	1
contig-125_32263	unclassified	0	0	0	0	337	1
contig-125_32270	unclassified	0	0	0	0	337	1
contig-125_32272	unclassified	0	0	0	0	337	1
contig-125_32269	AE015928.1	226186	37582	0	335	337	1
contig-125_32274	unclassified	0	0	0	0	337	1
contig-125_32275	unclassified	0	0	0	0	337	1
contig-125_32276	unclassified	0	0	0	0	337	1
contig-125_32277	unclassified	0	0	0	0	337	1
contig-125_32278	CP002352.1	693979	196	0	29	337	1
contig-125_32280	unclassified	0	0	0	0	337	1
contig-125_32279	unclassified	0	0	0	0	337	1
contig-125_32282	unclassified	0	0	0	0	337	1
contig-125_32284	unclassified	0	0	0	0	337	1
contig-125_32273	unclassified	0	0	0	0	337	1
contig-125_32281	FQ312004.1	862962	4082	1805	110	337	1
contig-125_32283	AP012337.1	926550	81	64	24	337	1
contig-125_32286	unclassified	0	0	0	0	337	1
contig-125_32287	unclassified	0	0	0	0	337	1
contig-125_32289	unclassified	0	0	0	0	337	1
contig-125_32285	JH393907.1	43179	100	0	25	337	1
contig-125_32288	unclassified	0	0	0	0	337	1
contig-125_32291	unclassified	0	0	0	0	337	1
contig-125_32290	JH393444.1	43179	256	256	31	337	2
contig-125_32290	JH393346.1	43179	256	256	31	337	2
contig-125_32292	unclassified	0	0	0	0	337	1
contig-125_32294	unclassified	0	0	0	0	337	1
contig-125_32295	unclassified	0	0	0	0	337	1
contig-125_32296	unclassified	0	0	0	0	337	1
contig-125_32297	unclassified	0	0	0	0	337	1
contig-125_32300	unclassified	0	0	0	0	337	1
contig-125_32301	unclassified	0	0	0	0	337	1
contig-125_32303	unclassified	0	0	0	0	337	1
contig-125_32298	CP014229.1	44742	400	64	35	337	1
contig-125_32293	unclassified	0	0	0	0	337	1
contig-125_32306	unclassified	0	0	0	0	337	1
contig-125_32305	unclassified	0	0	0	0	337	1
contig-125_32302	CP015401.1	1796613	7601	2210	190	337	1
contig-125_32299	CP009211.1	156978	1024	0	47	337	1
contig-125_32304	CP015401.1	1796613	576	0	39	337	1
contig-125_32307	unclassified	0	0	0	0	337	1
contig-125_32308	unclassified	0	0	0	0	337	1
contig-125_32309	LT605059.1	471	100	0	25	337	1
contig-125_32310	unclassified	0	0	0	0	337	1
contig-125_32311	unclassified	0	0	0	0	337	1
contig-125_32314	unclassified	0	0	0	0	336	1
contig-125_32315	unclassified	0	0	0	0	336	1
contig-125_32313	unclassified	0	0	0	0	337	1
contig-125_32316	unclassified	0	0	0	0	336	1
contig-125_32319	unclassified	0	0	0	0	336	1
contig-125_32318	unclassified	0	0	0	0	336	1
contig-125_32317	CP008747.1	1284	121	0	26	336	1
contig-125_32322	unclassified	0	0	0	0	336	1
contig-125_32320	unclassified	0	0	0	0	336	1
contig-125_32321	CP002352.1	693979	296	196	54	336	1
contig-125_32323	unclassified	0	0	0	0	336	1
contig-125_32312	unclassified	0	0	0	0	337	1
contig-125_32325	unclassified	0	0	0	0	336	1
contig-125_32327	CP007053.1	794903	81	0	24	336	1
contig-125_32326	CP015399.1	1834196	361	0	34	336	1
contig-125_32329	unclassified	0	0	0	0	336	1
contig-125_32331	unclassified	0	0	0	0	336	1
contig-125_32324	CP002352.1	693979	2225	81	91	336	1
contig-125_32328	CP015839.1	1821621	144	100	27	336	1
contig-125_32333	unclassified	0	0	0	0	336	1
contig-125_32332	CP002530.1	667015	64	0	23	336	1
contig-125_32335	unclassified	0	0	0	0	336	1
contig-125_32334	unclassified	0	0	0	0	336	1
contig-125_32336	CP014477.1	48296	81	0	24	336	1
contig-125_32337	unclassified	0	0	0	0	336	1
contig-125_32340	unclassified	0	0	0	0	336	1
contig-125_32339	unclassified	0	0	0	0	336	1
contig-125_32338	unclassified	0	0	0	0	336	1
contig-125_32330	unclassified	0	0	0	0	336	1
contig-125_32342	unclassified	0	0	0	0	336	1
contig-125_32341	CR626927.1	272559	289	289	32	336	3
contig-125_32341	FQ312004.1	862962	289	289	32	336	3
contig-125_32341	CP012801.1	246787	289	289	32	336	3
contig-125_32343	unclassified	0	0	0	0	336	1
contig-125_32345	JH393377.1	43179	144	0	27	336	1
contig-125_32344	unclassified	0	0	0	0	336	1
contig-125_32349	unclassified	0	0	0	0	336	1
contig-125_32350	unclassified	0	0	0	0	336	1
contig-125_32348	CP002281.1	572544	100	0	25	336	1
contig-125_32346	unclassified	0	0	0	0	336	1
contig-125_32347	FN650140.1	661367	64	0	23	336	1
contig-125_32351	CP012801.1	246787	81	0	24	336	1
contig-125_32353	unclassified	0	0	0	0	336	1
contig-125_32354	unclassified	0	0	0	0	336	1
contig-125_32356	unclassified	0	0	0	0	336	1
contig-125_32355	AE015928.1	226186	49477	0	335	336	1
contig-125_32357	unclassified	0	0	0	0	336	1
contig-125_32359	unclassified	0	0	0	0	336	1
contig-125_32358	unclassified	0	0	0	0	336	1
contig-125_32362	unclassified	0	0	0	0	336	1
contig-125_32361	unclassified	0	0	0	0	336	1
contig-125_32364	unclassified	0	0	0	0	336	1
contig-125_32363	CP009283.1	1536772	196	0	29	336	1
contig-125_32352	unclassified	0	0	0	0	336	1
contig-125_32365	unclassified	0	0	0	0	336	1
contig-125_32367	unclassified	0	0	0	0	336	1
contig-125_32366	unclassified	0	0	0	0	336	1
contig-125_32370	unclassified	0	0	0	0	336	1
contig-125_32368	unclassified	0	0	0	0	336	1
contig-125_32360	CP002530.1	667015	1305	0	81	336	1
contig-125_32369	unclassified	0	0	0	0	336	1
contig-125_32371	unclassified	0	0	0	0	336	1
contig-125_32372	CP007030.1	717772	81	0	24	336	1
contig-125_32374	unclassified	0	0	0	0	336	1
contig-125_32375	unclassified	0	0	0	0	336	1
contig-125_32373	unclassified	0	0	0	0	336	1
contig-125_32376	JH393361.1	43179	81	0	24	336	1
contig-125_32377	unclassified	0	0	0	0	336	1
contig-125_32378	unclassified	0	0	0	0	336	1
contig-125_32380	unclassified	0	0	0	0	336	1
contig-125_32379	unclassified	0	0	0	0	336	1
contig-125_32381	CP012801.1	246787	121	0	26	336	1
contig-125_32382	unclassified	0	0	0	0	336	1
contig-125_32383	unclassified	0	0	0	0	336	1
contig-125_32385	unclassified	0	0	0	0	336	1
contig-125_32384	unclassified	0	0	0	0	336	1
contig-125_32387	unclassified	0	0	0	0	336	1
contig-125_32386	unclassified	0	0	0	0	336	1
contig-125_32388	unclassified	0	0	0	0	336	1
contig-125_32389	unclassified	0	0	0	0	336	1
contig-125_32392	unclassified	0	0	0	0	336	1
contig-125_32390	JH393907.1	43179	64	0	23	336	1
contig-125_32391	LN890520.1	57743	169	169	28	336	5
contig-125_32391	LN890518.1	57743	169	169	28	336	5
contig-125_32391	CP009641.1	451709	169	169	28	336	5
contig-125_32391	LN890524.1	57743	169	169	28	336	5
contig-125_32391	LN890522.1	57743	169	169	28	336	5
contig-125_32394	CP003915.1	1247726	64	0	23	336	1
contig-125_32393	CP007619.1	357276	729	729	42	336	4
contig-125_32393	CP009057.1	357276	729	729	42	336	4
contig-125_32393	CP008741.1	357276	729	729	42	336	4
contig-125_32393	CP011531.1	997877	729	729	42	336	4
contig-125_32398	unclassified	0	0	0	0	336	1
contig-125_32397	CP002530.1	667015	1242	0	103	336	1
contig-125_32400	unclassified	0	0	0	0	336	1
contig-125_32399	CP000859.1	96561	64	0	23	336	1
contig-125_32395	CP015405.1	1796616	417	128	78	336	1
contig-125_32403	JH393331.1	43179	64	0	23	336	1
contig-125_32404	unclassified	0	0	0	0	336	1
contig-125_32405	unclassified	0	0	0	0	336	1
contig-125_32406	unclassified	0	0	0	0	336	1
contig-125_32407	unclassified	0	0	0	0	336	1
contig-125_32402	AE002161.1	115711	121	121	26	336	2
contig-125_32402	CP001713.1	406984	121	121	26	336	2
contig-125_32409	unclassified	0	0	0	0	336	1
contig-125_32410	unclassified	0	0	0	0	336	1
contig-125_32408	unclassified	0	0	0	0	336	1
contig-125_32412	unclassified	0	0	0	0	336	1
contig-125_32411	CP000239.1	321327	64	0	23	336	1
contig-125_32413	unclassified	0	0	0	0	336	1
contig-125_32415	CP003261.1	86416	81	0	24	336	1
contig-125_32416	unclassified	0	0	0	0	336	1
contig-125_32414	CP015406.1	292800	100	64	25	336	1
contig-125_32417	CP015401.1	1796613	265	196	53	336	1
contig-125_32419	unclassified	0	0	0	0	336	1
contig-125_32418	CP000511.1	350058	64	0	23	336	1
contig-125_32421	unclassified	0	0	0	0	336	1
contig-125_32422	unclassified	0	0	0	0	336	1
contig-125_32420	unclassified	0	0	0	0	336	1
contig-125_32423	unclassified	0	0	0	0	336	1
contig-125_32424	unclassified	0	0	0	0	336	1
contig-125_32425	unclassified	0	0	0	0	336	1
contig-125_32427	unclassified	0	0	0	0	336	1
contig-125_32428	unclassified	0	0	0	0	336	1
contig-125_32430	unclassified	0	0	0	0	336	1
contig-125_32429	unclassified	0	0	0	0	336	1
contig-125_32431	LT558120.1	307758	64	64	23	336	2
contig-125_32431	CP000941.1	405440	64	64	23	336	2
contig-125_32432	unclassified	0	0	0	0	336	1
contig-125_32433	unclassified	0	0	0	0	336	1
contig-125_32435	unclassified	0	0	0	0	336	1
contig-125_32434	unclassified	0	0	0	0	336	1
contig-125_32437	unclassified	0	0	0	0	336	1
contig-125_32436	unclassified	0	0	0	0	336	1
contig-125_32440	unclassified	0	0	0	0	336	1
contig-125_32396	CP003274.1	679935	256	0	31	336	1
contig-125_32439	AP013044.1	1307832	324	324	33	336	3
contig-125_32439	CP003191.1	203275	324	324	33	336	3
contig-125_32439	AP013045.1	1307833	324	324	33	336	3
contig-125_32442	unclassified	0	0	0	0	336	1
contig-125_32443	unclassified	0	0	0	0	336	1
contig-125_32445	unclassified	0	0	0	0	336	1
contig-125_32444	JH393381.1	43179	64	0	23	336	1
contig-125_32401	unclassified	0	0	0	0	336	1
contig-125_32447	unclassified	0	0	0	0	336	1
contig-125_32441	CP017674.1	1906742	121	121	26	336	4
contig-125_32441	CP014513.1	1795630	121	121	26	336	4
contig-125_32441	species	28447	121	121	26	336	4
contig-125_32441	CP013979.1	453304	121	121	26	336	4
contig-125_32448	unclassified	0	0	0	0	336	1
contig-125_32446	unclassified	0	0	0	0	336	1
contig-125_32449	unclassified	0	0	0	0	336	1
contig-125_32451	unclassified	0	0	0	0	336	1
contig-125_32450	CP012801.1	246787	196	0	29	336	1
contig-125_32452	unclassified	0	0	0	0	336	1
contig-125_32454	unclassified	0	0	0	0	336	1
contig-125_32453	CP014944.1	1816218	64	0	23	336	1
contig-125_32455	unclassified	0	0	0	0	336	1
contig-125_32457	JH393375.1	43179	81	0	24	336	1
contig-125_32438	LT622246.1	1379690	26042	26042	258	336	2
contig-125_32438	CP012938.1	28116	26042	26042	258	336	2
contig-125_32456	CP018022.1	1914410	64	64	23	336	3
contig-125_32456	CP017658.1	1898044	64	64	23	336	3
contig-125_32456	JH393383.1	43179	64	64	23	336	3
contig-125_32459	unclassified	0	0	0	0	336	1
contig-125_32461	unclassified	0	0	0	0	336	1
contig-125_32458	JH395187.1	43179	64	0	23	336	1
contig-125_32462	unclassified	0	0	0	0	336	1
contig-125_32463	unclassified	0	0	0	0	336	1
contig-125_32467	unclassified	0	0	0	0	336	1
contig-125_32466	CP002352.1	693979	64	0	23	336	1
contig-125_32468	unclassified	0	0	0	0	336	1
contig-125_32464	CP014229.1	44742	324	64	33	336	1
contig-125_32426	unclassified	0	0	0	0	336	1
contig-125_32470	unclassified	0	0	0	0	336	1
contig-125_32469	unclassified	0	0	0	0	336	1
contig-125_32471	unclassified	0	0	0	0	336	1
contig-125_32472	unclassified	0	0	0	0	336	1
contig-125_32475	CP000139.1	435590	144	0	27	336	1
contig-125_32478	unclassified	0	0	0	0	336	1
contig-125_32479	unclassified	0	0	0	0	336	1
contig-125_32482	unclassified	0	0	0	0	336	1
contig-125_32481	unclassified	0	0	0	0	336	1
contig-125_32480	CP002609.1	695562	64	64	23	336	3
contig-125_32480	CP019699.1	1471761	64	64	23	336	3
contig-125_32480	CP002559.1	1604	64	64	23	336	3
contig-125_32483	unclassified	0	0	0	0	336	1
contig-125_32485	unclassified	0	0	0	0	336	1
contig-125_32484	CP000108.1	340177	64	0	23	336	1
contig-125_32460	unclassified	0	0	0	0	336	1
contig-125_32477	CP015401.1	1796613	324	121	33	336	1
contig-125_32486	unclassified	0	0	0	0	336	1
contig-125_32488	unclassified	0	0	0	0	336	1
contig-125_32487	unclassified	0	0	0	0	336	1
contig-125_32489	unclassified	0	0	0	0	336	1
contig-125_32490	unclassified	0	0	0	0	336	1
contig-125_32491	unclassified	0	0	0	0	336	1
contig-125_32492	unclassified	0	0	0	0	336	1
contig-125_32493	unclassified	0	0	0	0	336	1
contig-125_32494	unclassified	0	0	0	0	336	1
contig-125_32495	unclassified	0	0	0	0	336	1
contig-125_32496	unclassified	0	0	0	0	336	1
contig-125_32497	unclassified	0	0	0	0	336	1
contig-125_32473	CP012801.1	246787	3246	400	160	336	1
contig-125_32499	unclassified	0	0	0	0	336	1
contig-125_32498	unclassified	0	0	0	0	336	1
contig-125_32465	unclassified	0	0	0	0	336	1
contig-125_32500	unclassified	0	0	0	0	336	1
contig-125_32502	unclassified	0	0	0	0	336	1
contig-125_32501	unclassified	0	0	0	0	336	1
contig-125_32503	unclassified	0	0	0	0	336	1
contig-125_32504	unclassified	0	0	0	0	336	1
contig-125_32505	unclassified	0	0	0	0	336	1
contig-125_32506	CP011533.1	316284	64	0	23	336	1
contig-125_32507	unclassified	0	0	0	0	336	1
contig-125_32509	unclassified	0	0	0	0	336	1
contig-125_32510	unclassified	0	0	0	0	336	1
contig-125_32511	CP017245.1	1899017	81	0	24	336	1
contig-125_32514	unclassified	0	0	0	0	336	1
contig-125_32512	unclassified	0	0	0	0	336	1
contig-125_32513	CP012752.1	860235	81	0	24	336	1
contig-125_32516	unclassified	0	0	0	0	336	1
contig-125_32508	CP015401.1	1796613	91204	0	317	336	1
contig-125_32515	unclassified	0	0	0	0	336	1
contig-125_32474	unclassified	0	0	0	0	336	1
contig-125_32517	unclassified	0	0	0	0	336	1
contig-125_32519	unclassified	0	0	0	0	336	1
